nom,prenom,occupation,age,taille,poids,options,genre,label
DE BAVIERE,Celeste,Travail:temps plein,24,1.86,70,4,Afrique,0
DE GASCOGNE,Lise,Etudiante,22,1.77,68,2,Afrique,0
WUETRICH,Armelle,Travail:temps plein,24,1.66,69,4,Asie,0
SCHNEBLI,Iris,Etudiante,26,1.94,59,1,Amerique,0
SANDOZ GENDRE,Aline,Travail:temps partiel,24,1.81,69,3,La France,1
DE SAXE,Manon,Etudiante,23,1.65,66,2,La France,0
DE BURGONDIE,SolEne,Travail:temps partiel,25,1.57,45,2,La France,0
DE HAINAUT,Lucile,Travail:temps plein,27,1.94,58,2,La France,0
DE DANEMARK,Lyne,Etudiante,25,1.89,53,4,Afrique,1
DE LOMBARDIE,Eva,Etudiante,24,1.52,52,2,Asie,0
SCHNEBLI,Clarisse,Etudiante,24,1.79,52,1,La France,0
DE TOULOUSE,Penelope,Etudiante,24,1.9,54,4,Europe (autre que la France),0
BOULIANNE,Iris,Travail:temps plein,25,1.92,51,1,Afrique,0
DE HALLUIN,Clarisse,Etudiante,22,1.74,70,4,La France,1
D eGYPTE,Lou,Etudiante,22,1.88,45,3,Asie,1
SNAVELY,AngEle,Travail:temps plein,22,1.66,64,4,Amerique,0
DE COURTENAY,AdEle,Etudiante,27,1.62,74,2,Europe (autre que la France),0
D eGYPTE,LaurEne,Etudiante,25,1.72,75,2,Europe (autre que la France),0
DE ROME,Sixtine,Travail:temps plein,22,1.68,70,2,La France,0
D ANGOULEME,Isaure,Travail:temps partiel,25,1.62,67,4,Amerique,1
SNIVELY,Daphne,Travail:temps partiel,24,1.75,51,3,Amerique,1
DE MONTMORENCY,Blanche,Travail:temps partiel,23,1.65,46,4,Afrique,1
D eGYPTE,Camille,Etudiante,27,1.64,65,2,Afrique,0
DE ROHAN,Fleur,Travail:temps partiel,25,1.54,53,1,Europe (autre que la France),0
DE CHAMPAGNE,Suzon,Travail:temps plein,26,1.77,64,1,La France,0
DE BURGONDIE,Bertille,Travail:temps plein,22,1.73,69,2,Europe (autre que la France),0
DE LOMBARDIE,Angelique,Travail:temps partiel,24,1.89,65,3,Amerique,1
DE ROME,Eve,Travail:temps partiel,25,1.69,50,2,Asie,0
BUJOLD,Zoe,Travail:temps plein,24,1.88,53,4,Asie,0
DE WISIGOTHIE,France,Travail:temps partiel,25,1.68,51,3,Amerique,1
D eGYPTE,Camille,Etudiante,27,1.98,63,4,Afrique,0
DE COLOGNE,Line,Etudiante,23,1.63,70,2,Amerique,0
DE ROME,Clemence,Travail:temps plein,25,1.83,74,2,Amerique,0
DE VERMANDOIS,Grace,Travail:temps plein,26,1.57,53,3,Asie,0
D AUTRICHE,Romane,Etudiante,23,1.79,74,2,Afrique,0
SCHNEBLI,Ambrine,Travail:temps plein,27,1.91,72,3,Europe (autre que la France),0
SANDOZ GENDRE,MylEne,Etudiante,24,1.94,54,4,Afrique,0
DE COLOGNE,Hermione,Travail:temps partiel,25,1.77,50,4,Amerique,1
DE MONTMORENCY,Camille,Etudiante,24,1.55,65,3,La France,0
DE NORMANDIE,Victoire,Etudiante,22,1.58,48,1,Amerique,0
DE DANEMARK,Lou,Travail:temps partiel,25,1.88,48,1,Europe (autre que la France),0
D eGYPTE,Agathe,Travail:temps partiel,23,1.73,45,4,Asie,1
DE SAXE,Penelope,Travail:temps partiel,23,1.97,53,1,Asie,0
DE CASTILLE,Amandine,Travail:temps plein,24,1.7,65,1,Afrique,0
DE WISIGOTHIE,Alice,Etudiante,25,1.86,46,3,Europe (autre que la France),1
D AQUITAINE,Nathalie,Etudiante,26,1.51,48,2,Asie,0
DE FRANCIE,Marceline,Travail:temps partiel,26,1.88,69,3,Amerique,1
DE GASCOGNE,Marceline,Travail:temps plein,23,1.92,52,3,Europe (autre que la France),0
D AQUITAINE,AdEle,Travail:temps partiel,27,1.9,54,1,Afrique,0
CAROLINGIEN,Flore,Etudiante,25,1.52,61,4,La France,0
DE GASCOGNE,Amelie,Travail:temps partiel,23,1.77,47,1,Afrique,0
DE ROHAN,AdEle,Travail:temps partiel,25,1.96,55,2,La France,0
DE FRANCIE,Sarah,Travail:temps plein,23,1.83,72,4,Afrique,0
DE LIMOGES,Rosalie,Travail:temps partiel,25,1.97,54,2,Amerique,0
DE VERMANDOIS,Abigaelle,Travail:temps partiel,23,1.87,57,4,Afrique,1
DE TOULOUSE,Prune,Etudiante,22,1.96,70,4,Europe (autre que la France),0
D eGYPTE,Camille,Travail:temps plein,23,1.7,72,4,Asie,0
DE LUXEMBOURG,Rose,Etudiante,23,1.83,58,3,Asie,1
DE LOMBARDIE,Capucine,Etudiante,26,1.61,54,3,La France,1
DE COLOGNE,Solenn,Travail:temps partiel,23,1.68,65,2,La France,0
CAROLINGIEN,Lyne,Travail:temps plein,27,1.88,47,3,Afrique,0
D eGYPTE,Adelaide,Travail:temps partiel,23,1.84,55,4,Afrique,1
DE WISIGOTHIE,Aure,Etudiante,22,1.86,52,4,Amerique,1
DE ROME,Claire,Travail:temps partiel,27,1.51,54,2,Asie,0
BUJOLD,Isaure,Travail:temps partiel,24,1.71,49,4,Asie,1
DE BURGONDIE,Flore,Etudiante,24,1.83,61,3,Afrique,1
BUJOLD,Chloe,Etudiante,24,1.91,68,1,Asie,0
DE LUXEMBOURG,Esther,Travail:temps plein,26,1.53,75,4,Afrique,0
SCHNEBLI,Zoe,Etudiante,26,1.75,73,1,Asie,0
BOULIANNE,Brune,Etudiante,25,1.9,52,3,Afrique,0
DE CHAMPAGNE,Margaux,Etudiante,26,1.92,58,3,Afrique,0
D AQUITAINE,Emmanuelle,Travail:temps plein,22,1.62,48,3,Europe (autre que la France),0
BOULIANNE,Charlotte,Etudiante,24,1.78,51,3,Europe (autre que la France),1
D AUTRICHE,Gabrielle,Etudiante,22,1.71,52,1,Afrique,0
CAROLINGIEN,Aubane,Travail:temps partiel,23,1.91,65,4,Amerique,0
DE ROHAN,Fleur,Travail:temps plein,22,1.54,53,4,Asie,0
DE WISIGOTHIE,Theodora,Etudiante,26,1.77,60,3,Asie,1
DE NAVARRE,Coralie,Travail:temps plein,27,1.74,54,4,La France,0
CAROLINGIEN,Marianne,Etudiante,25,1.82,63,4,Europe (autre que la France),1
BUJOLD,Alice,Travail:temps partiel,25,1.64,75,4,Amerique,0
DE CASTILLE,Juliette,Travail:temps partiel,23,1.86,58,4,La France,1
SANDOZ GENDRE,Capucine,Travail:temps plein,24,1.72,70,3,La France,0
D AUSTRASIE,Hermine,Etudiante,24,1.87,60,3,Europe (autre que la France),1
MALTAIS,Line,Travail:temps partiel,23,1.96,73,3,Afrique,0
D ANGLETERRE,Margot,Travail:temps partiel,23,1.68,47,1,Asie,0
GAUDREAULT,Adelie,Travail:temps partiel,25,1.73,58,2,Asie,0
DE PROVENCE,Angeline,Etudiante,22,1.55,67,3,Afrique,0
BUJOLD,Celeste,Travail:temps partiel,22,1.92,74,3,La France,0
SCHNEBLI,Capucine,Travail:temps plein,24,1.67,57,1,Europe (autre que la France),0
DE LUXEMBOURG,Colette,Etudiante,26,1.85,53,4,La France,1
WUETRICH,Prune,Travail:temps partiel,26,1.63,72,2,Amerique,0
DE VERMANDOIS,Esther,Etudiante,22,1.57,74,3,La France,0
DE DANEMARK,Clemence,Travail:temps plein,22,1.65,64,3,Amerique,0
DE LIMOGES,Luce,Travail:temps partiel,26,1.79,75,2,Afrique,0
DE TOULOUSE,Eliane,Travail:temps partiel,22,1.6,60,4,Europe (autre que la France),1
MALTAIS,Olivia,Etudiante,23,1.96,61,3,Afrique,0
DE MONTCLAR,Anna,Etudiante,23,1.83,46,2,Amerique,0
DE CHAMPAGNE,Prune,Travail:temps plein,27,1.54,71,3,Asie,0
DE HALLEWIN,Sibylle,Travail:temps partiel,26,1.94,71,2,Europe (autre que la France),0
DE FRANCIE,Audrey,Etudiante,27,1.82,68,1,Asie,0
DE HALLUIN,Fleur,Travail:temps plein,23,1.7,54,2,Europe (autre que la France),0
BUJOLD,Violette,Travail:temps partiel,23,1.68,73,2,Europe (autre que la France),0
SNAVELY,Victoria,Travail:temps plein,24,1.67,45,4,Afrique,0
D ANGOULEME,Lauriane,Travail:temps plein,25,1.88,53,3,Amerique,0
DE COURTENAY,Eve,Etudiante,25,1.57,72,4,Amerique,0
GOBEIL,Angeline,Etudiante,22,1.66,74,3,Amerique,0
DE VERMANDOIS,Abigail,Travail:temps partiel,23,1.9,66,1,Afrique,0
DE COLOGNE,Seraphine,Travail:temps partiel,27,1.52,61,2,Asie,0
DE TOXANDRIE,Aure,Etudiante,26,1.66,62,1,Europe (autre que la France),0
WUETRICH,Thais,Etudiante,22,1.69,72,4,Europe (autre que la France),0
DE SAVOIE,Tatiana,Travail:temps partiel,23,1.88,71,3,Asie,0
DE PROVENCE,MylEne,Travail:temps plein,25,1.59,63,4,Asie,0
DE BAVIERE,Mathilde,Etudiante,23,1.6,73,3,Asie,0
SCHNEBLI,Gabrielle,Travail:temps plein,24,1.75,69,1,Europe (autre que la France),0
DE FRANCIE,Hermione,Travail:temps partiel,23,1.72,48,3,Afrique,1
CAROLINGIEN,Zoe,Etudiante,25,1.5,57,4,La France,0
DE FRANCIE,AngEle,Travail:temps plein,23,1.69,63,4,La France,0
D ALeMANIE,Fantine,Travail:temps partiel,22,1.8,46,2,Europe (autre que la France),0
DE CASTILLE,Gabrielle,Travail:temps plein,23,1.9,64,1,Amerique,0
D AUSTRASIE,Artemis,Travail:temps partiel,25,1.55,55,1,La France,0
WUETRICH,Thais,Travail:temps plein,22,1.84,47,1,Europe (autre que la France),0
BUJOLD,Morgane,Travail:temps partiel,27,1.93,62,4,Europe (autre que la France),0
DE NAVARRE,Rose,Travail:temps partiel,25,1.5,45,2,Amerique,0
SNIVELY,Auxane,Travail:temps plein,23,1.76,49,1,Europe (autre que la France),0
DE CHAMPAGNE,Morgane,Travail:temps plein,27,1.76,50,3,Asie,0
DE BURGONDIE,Solenn,Travail:temps partiel,23,1.96,54,1,Asie,0
SCHNEBLI,Abigail,Travail:temps plein,25,1.95,73,1,Asie,0
DE SAXE,Marilou,Etudiante,22,1.9,59,1,Asie,0
DE MONTMORENCY,Eleonore,Travail:temps plein,22,1.71,53,1,Europe (autre que la France),0
D ALeMANIE,Claire,Travail:temps plein,24,1.94,66,1,Amerique,0
DE LUXEMBOURG,Marion,Travail:temps plein,22,1.86,74,2,Afrique,0
D AQUITAINE,Marion,Travail:temps plein,25,1.98,73,1,Europe (autre que la France),0
DE HALLEWIN,France,Travail:temps plein,23,1.71,47,2,Amerique,0
SCHNEBLI,SolEne,Etudiante,25,1.86,58,2,Amerique,0
D ANGOULEME,Claire,Etudiante,22,1.76,72,2,Afrique,0
D AUTRICHE,Adelaide,Etudiante,25,1.91,59,1,Afrique,0
D AUSTRASIE,Eugenie,Travail:temps partiel,24,1.53,51,1,Amerique,0
SNIVELY,Anais,Travail:temps partiel,27,1.79,62,1,Afrique,0
D AQUITAINE,Victoria,Travail:temps plein,25,1.74,75,3,Amerique,0
WUETRICH,Adelaide,Etudiante,24,1.93,75,4,Europe (autre que la France),0
DE VERMANDOIS,Stephanie,Travail:temps partiel,25,1.57,54,1,Afrique,0
GOBEIL,Cyrielle,Travail:temps partiel,25,1.67,50,4,Asie,1
BOULIANNE,Coralie,Travail:temps plein,26,1.87,57,4,Amerique,0
D eGYPTE,Melodie,Travail:temps plein,25,1.65,72,3,Asie,0
CAROLINGIEN,Alix,Travail:temps partiel,25,1.52,63,4,Europe (autre que la France),0
D AUTRICHE,SolEne,Etudiante,23,1.65,59,3,Afrique,1
SANDOZ GENDRE,Daphne,Travail:temps partiel,24,1.92,64,2,Amerique,0
DE ROME,Lea,Travail:temps plein,27,1.62,75,4,Asie,0
D AUTRICHE,Rose,Travail:temps partiel,25,1.7,73,3,Afrique,0
DE LOMBARDIE,SolEne,Travail:temps plein,22,1.59,55,1,Asie,0
DE TOXANDRIE,Victoire,Travail:temps plein,23,1.83,75,1,Europe (autre que la France),0
DE MONTMORENCY,Lucie,Etudiante,26,1.66,51,4,Afrique,1
DE TOULOUSE,Armelle,Travail:temps partiel,25,1.54,64,4,Europe (autre que la France),0
DE MONTCLAR,Sixtine,Travail:temps plein,22,1.72,72,3,La France,0
DE SAVOIE,Ysaline,Travail:temps partiel,27,1.74,70,3,Europe (autre que la France),1
DE GASCOGNE,Lea,Travail:temps partiel,24,1.79,67,4,Europe (autre que la France),1
SNIVELY,Athenais,Travail:temps partiel,24,1.57,74,2,Afrique,0
DE MONTMORENCY,Lise,Travail:temps plein,24,1.54,65,3,Amerique,0
DE TOULOUSE,Artemis,Travail:temps plein,25,1.53,65,4,Europe (autre que la France),0
BOULIANNE,Capucine,Travail:temps plein,22,1.74,65,3,Europe (autre que la France),0
DE HAINAUT,Lena,Travail:temps plein,25,1.72,66,4,Asie,0
SCHNEBLI,Philippine,Travail:temps plein,27,1.97,63,4,Afrique,0
DE HALLUIN,SolEne,Travail:temps plein,22,1.82,69,2,La France,0
DE PROVENCE,Apolline,Travail:temps partiel,24,1.83,63,2,Afrique,0
DE MONTMORENCY,Capucine,Etudiante,22,1.92,70,4,Amerique,0
DE MONTCLAR,Mathilde,Travail:temps partiel,27,1.88,60,1,Europe (autre que la France),0
BUJOLD,Aubane,Travail:temps partiel,26,1.93,74,3,Asie,0
DE LOMBARDIE,Suzon,Travail:temps plein,22,1.96,64,3,Afrique,0
DE GASCOGNE,Iris,Travail:temps partiel,22,1.71,74,4,Afrique,0
DE WISIGOTHIE,Lauriane,Travail:temps plein,24,1.74,65,3,Asie,0
DE GASCOGNE,Cyrielle,Travail:temps plein,25,1.72,56,4,Asie,0
DE VERMANDOIS,Emmanuelle,Etudiante,24,1.76,58,3,Asie,1
BUJOLD,HelEne,Travail:temps partiel,23,1.59,64,4,Asie,0
DE HAINAUT,Sibylle,Travail:temps partiel,23,1.63,50,4,La France,1
DE HALLUIN,AngEle,Travail:temps plein,24,1.99,65,2,Afrique,0
DE PROVENCE,Estelle,Travail:temps plein,22,1.53,63,2,Asie,0
D AUTRICHE,Agathe,Etudiante,26,1.93,49,2,Europe (autre que la France),0
DE BURGONDIE,Colette,Etudiante,24,1.91,61,1,Europe (autre que la France),0
DE TOXANDRIE,Fantine,Travail:temps plein,22,1.54,54,3,La France,0
BOULIANNE,HelEne,Etudiante,24,1.89,63,1,Europe (autre que la France),0
DE FRANCIE,Berenice,Travail:temps partiel,23,1.95,64,3,Amerique,0
D ANGOULEME,Thais,Travail:temps partiel,22,1.95,54,4,Europe (autre que la France),0
DE COURTENAY,Suzon,Travail:temps partiel,27,1.78,62,3,Amerique,1
DE CASTILLE,Marceline,Travail:temps plein,24,1.78,62,1,La France,0
D AUSTRASIE,Armance,Travail:temps plein,26,1.51,70,4,Afrique,0
DE COURTENAY,MylEne,Travail:temps partiel,27,1.56,66,1,La France,0
DE CASTILLE,Alix,Etudiante,24,1.68,51,1,Amerique,0
GOBEIL,Fantine,Etudiante,24,1.95,71,2,Amerique,0
GAUDREAULT,Apolline,Travail:temps partiel,23,1.5,53,2,Asie,0
DE CASTILLE,Charlotte,Travail:temps partiel,24,1.7,65,3,La France,1
DE COLOGNE,Jeanne,Travail:temps partiel,27,1.96,49,2,La France,0
WUETRICH,Marylou,Etudiante,27,1.69,51,1,Asie,0
DE ROME,Solenn,Travail:temps partiel,23,1.8,67,2,Europe (autre que la France),0
D ALeMANIE,Chloe,Etudiante,23,1.55,67,3,Afrique,0
DE ROHAN,Romane,Travail:temps partiel,23,1.71,69,4,Europe (autre que la France),1
DE ROME,Gabrielle,Travail:temps plein,23,1.91,63,3,La France,0
DE BURGONDIE,Sarah,Etudiante,23,1.54,62,3,Europe (autre que la France),0
DE HALLUIN,Zelie,Travail:temps plein,23,1.74,71,2,Amerique,0
SCHNEBLI,Blanche,Travail:temps plein,22,1.95,57,1,Asie,0
DE ROME,Lina,Etudiante,27,1.96,54,4,Amerique,0
D eGYPTE,Ambrine,Travail:temps plein,26,1.52,53,4,Afrique,0
DE COURTENAY,Aubane,Travail:temps plein,22,1.73,69,4,Europe (autre que la France),0
DE SAVOIE,HelEne,Travail:temps partiel,26,1.83,48,3,Afrique,1
D ANGLETERRE,Isaure,Travail:temps plein,23,1.7,71,4,Amerique,0
DE TOULOUSE,HelEne,Travail:temps plein,23,1.71,71,3,Afrique,0
DE HALLUIN,Celine,Travail:temps plein,23,1.92,54,4,Europe (autre que la France),0
DE MONTCLAR,Lina,Travail:temps plein,23,1.98,67,2,Afrique,0
WUETRICH,Abigail,Etudiante,26,1.57,70,3,Afrique,0
DE ROHAN,Lina,Travail:temps plein,22,1.72,52,4,Europe (autre que la France),0
D AUSTRASIE,Noelie,Travail:temps partiel,25,1.54,55,1,Europe (autre que la France),0
DE CHAMPAGNE,Clara,Travail:temps partiel,25,1.94,61,1,Europe (autre que la France),0
MALTAIS,Sibylle,Travail:temps plein,25,1.88,72,2,Europe (autre que la France),0
DE HALLUIN,Esther,Travail:temps plein,22,1.76,65,2,Amerique,0
DE HAINAUT,Elisabeth,Etudiante,24,1.6,60,1,Asie,0
DE MONTCLAR,Flavie,Etudiante,22,1.71,52,2,Europe (autre que la France),0
DE TOXANDRIE,Eva,Etudiante,25,1.71,49,1,La France,0
D eGYPTE,Audrey,Travail:temps plein,26,1.75,52,1,Amerique,0
GOBEIL,Sibylle,Travail:temps partiel,25,1.56,55,4,La France,0
DE PROVENCE,Ambre,Etudiante,24,1.66,45,3,Afrique,1
DE CASTILLE,Laureline,Etudiante,26,1.61,67,3,Asie,1
GOBEIL,LaurEne,Travail:temps plein,25,1.99,71,3,Asie,0
SANDOZ GENDRE,Mathilde,Travail:temps partiel,26,1.77,75,3,Afrique,0
DE SAVOIE,Apolline,Travail:temps plein,22,1.95,70,2,Asie,0
D ANGOULEME,Lauriane,Travail:temps partiel,27,1.94,70,4,Afrique,0
DE CHAMPAGNE,Aude,Etudiante,25,1.61,45,1,Afrique,0
D ANGOULEME,Heloise,Travail:temps plein,27,1.65,56,3,Afrique,0
GAUDREAULT,Bertille,Travail:temps partiel,26,1.93,51,2,Amerique,0
D AUSTRASIE,Sixtine,Travail:temps plein,23,1.82,66,4,Asie,0
SNIVELY,Hermine,Travail:temps partiel,27,1.73,49,4,Europe (autre que la France),1
DE MONTCLAR,Barbara,Etudiante,26,1.8,45,3,Amerique,1
DE GASCOGNE,Thais,Travail:temps partiel,27,1.83,60,4,Asie,1
DE ROHAN,Morgane,Travail:temps partiel,23,1.65,65,1,Europe (autre que la France),0
DE DANEMARK,Thais,Travail:temps partiel,23,1.64,73,3,La France,0
MALTAIS,Catherine,Travail:temps plein,25,1.73,69,3,Europe (autre que la France),0
DE ROHAN,Solenn,Travail:temps partiel,27,1.76,69,4,Asie,1
DE CASTILLE,Ludivine,Etudiante,22,1.62,59,1,Asie,0
DE BAVIERE,Alix,Travail:temps plein,24,1.98,58,2,Amerique,0
D AUSTRASIE,Aimee,Travail:temps partiel,25,1.91,61,4,Afrique,0
GAUDREAULT,SolEne,Etudiante,23,1.73,63,2,Amerique,0
DE PROVENCE,Marylou,Etudiante,25,1.91,59,2,Asie,0
DE LIMOGES,Adeline,Etudiante,23,1.93,73,3,Amerique,0
D ANGLETERRE,Eugenie,Etudiante,24,1.74,72,1,Afrique,0
D ANGOULEME,Celine,Travail:temps partiel,24,1.61,61,1,La France,0
LACHARITe,Marion,Travail:temps plein,24,1.84,74,3,Asie,0
DE PROVENCE,Coralie,Etudiante,25,1.93,51,2,Amerique,0
DE MONTMORENCY,Marceline,Travail:temps plein,24,1.94,45,1,La France,0
D ANGOULEME,Eve,Travail:temps plein,23,1.87,56,4,La France,0
DE VERMANDOIS,Solenn,Etudiante,26,1.62,48,1,Afrique,0
DE LUXEMBOURG,Aubane,Travail:temps partiel,27,1.88,59,2,La France,0
BOULIANNE,Florine,Travail:temps partiel,22,1.58,64,2,Europe (autre que la France),0
DE SAXE,Marion,Etudiante,25,1.57,63,1,Afrique,0
DE NAVARRE,Lyne,Travail:temps plein,26,1.58,75,2,Afrique,0
DE COLOGNE,Luce,Travail:temps partiel,22,1.88,47,4,Asie,1
WUETRICH,Adelie,Travail:temps partiel,27,1.94,45,3,Afrique,0
DE FRANCIE,Cyrielle,Etudiante,27,1.6,64,4,Asie,1
DE LIMOGES,Lou,Travail:temps plein,27,1.85,71,2,Europe (autre que la France),0
CAROLINGIEN,Esther,Etudiante,25,1.6,70,4,Afrique,1
GOBEIL,Lucile,Travail:temps partiel,23,1.67,54,4,Europe (autre que la France),1
BOULIANNE,Blandine,Travail:temps partiel,27,1.76,53,2,Amerique,0
DE LIMOGES,Gabrielle,Etudiante,22,1.88,61,4,Asie,1
DE VERMANDOIS,France,Etudiante,23,1.85,48,3,Asie,1
DE GASCOGNE,Tatiana,Etudiante,26,1.76,75,2,Asie,0
DE COLOGNE,Manon,Travail:temps plein,27,1.72,62,4,Amerique,0
DE NORMANDIE,Lea,Etudiante,27,1.57,61,4,Afrique,0
DE CHAMPAGNE,Amelie,Etudiante,25,1.89,58,2,Afrique,0
DE FRANCIE,Evangeline,Travail:temps plein,27,1.55,74,2,La France,0
GAUDREAULT,LaurEne,Etudiante,24,1.91,63,4,Amerique,0
D ANGOULEME,Juliette,Etudiante,24,1.59,74,1,Afrique,0
DE LUXEMBOURG,Coralie,Travail:temps partiel,25,1.69,64,4,Europe (autre que la France),1
DE GASCOGNE,Ambrine,Travail:temps plein,24,1.77,61,4,Europe (autre que la France),0
CAROLINGIEN,Rosalie,Etudiante,22,1.77,75,3,Amerique,0
DE COURTENAY,Marilou,Travail:temps partiel,23,1.51,57,4,Asie,0
DE SAXE,Ambre,Travail:temps plein,25,1.61,66,3,Europe (autre que la France),0
DE MONTMORENCY,Gwenaelle,Travail:temps plein,25,1.52,60,2,La France,0
D eGYPTE,Hermione,Travail:temps plein,22,1.99,49,1,Amerique,0
DE CHAMPAGNE,Lucie,Travail:temps partiel,25,1.82,72,1,Europe (autre que la France),0
SANDOZ GENDRE,Auxane,Etudiante,25,1.58,56,1,Asie,0
DE ROME,Noelie,Travail:temps plein,22,1.54,72,3,Afrique,0
DE LOMBARDIE,Daphne,Travail:temps plein,26,1.89,63,2,Amerique,0
DE COLOGNE,Charlotte,Travail:temps plein,26,1.78,53,1,Amerique,0
D ALeMANIE,Bertille,Travail:temps partiel,25,1.78,53,2,Europe (autre que la France),0
DE HALLUIN,Margaux,Travail:temps plein,24,1.91,72,3,Amerique,0
DE NAVARRE,Lou,Travail:temps plein,23,1.92,70,2,Europe (autre que la France),0
LACHARITe,Lyne,Travail:temps plein,23,1.83,63,1,Asie,0
DE LUXEMBOURG,Tatiana,Travail:temps partiel,25,1.76,72,4,Afrique,0
DE DANEMARK,Line,Travail:temps plein,27,1.79,68,2,Afrique,0
SNAVELY,Cyrielle,Travail:temps plein,24,1.89,45,2,Amerique,0
D AQUITAINE,Armelle,Travail:temps plein,25,1.85,74,2,Amerique,0
GOBEIL,Hermine,Travail:temps plein,25,1.7,71,2,Europe (autre que la France),0
DE TOXANDRIE,Thais,Travail:temps plein,27,1.62,56,1,Asie,0
DE COLOGNE,Ambrine,Travail:temps plein,27,1.71,73,3,La France,0
DE GASCOGNE,Laureline,Travail:temps partiel,23,1.8,54,4,Europe (autre que la France),1
SNIVELY,Victoire,Travail:temps partiel,27,1.54,46,1,Afrique,0
DE NAVARRE,Armelle,Etudiante,23,1.81,70,2,Asie,0
DE LUXEMBOURG,Celeste,Etudiante,23,1.89,59,4,La France,1
CAROLINGIEN,Alix,Etudiante,22,1.86,48,2,La France,0
DE SAVOIE,Lise,Travail:temps plein,23,1.64,59,3,Asie,0
DE MONTMORENCY,Suzon,Etudiante,27,1.77,54,4,Europe (autre que la France),1
DE TOXANDRIE,AdEle,Travail:temps plein,24,1.51,62,4,Amerique,0
DE SAVOIE,Juliette,Travail:temps plein,26,1.93,49,3,Amerique,0
GAUDREAULT,Laetitia,Travail:temps plein,23,1.82,49,4,Amerique,0
DE HAINAUT,Eva,Travail:temps plein,23,1.76,68,4,La France,0
D eGYPTE,AngEle,Etudiante,22,1.9,73,3,La France,0
GAUDREAULT,Eugenie,Travail:temps plein,27,1.73,47,1,Amerique,0
SNIVELY,Lise,Travail:temps partiel,23,1.62,56,1,Afrique,0
DE BAVIERE,Olivia,Travail:temps plein,26,1.99,58,3,Asie,0
DE LIMOGES,Noelie,Travail:temps plein,26,1.88,52,4,Europe (autre que la France),0
DE VERMANDOIS,Marion,Etudiante,23,1.54,55,2,La France,0
D AQUITAINE,Clara,Travail:temps plein,24,1.72,68,4,Europe (autre que la France),0
GAUDREAULT,Stephanie,Etudiante,26,1.85,48,3,Afrique,1
DE MONTMORENCY,Esther,Etudiante,26,1.93,47,2,Amerique,0
DE COURTENAY,Florine,Etudiante,25,1.6,63,4,Asie,1
SCHNEBLI,Luce,Etudiante,26,1.99,67,4,Europe (autre que la France),0
DE FRANCIE,Colette,Travail:temps plein,23,1.79,51,2,Afrique,0
SNAVELY,Angelique,Etudiante,27,1.51,60,4,Afrique,0
D eGYPTE,Zoe,Etudiante,27,1.64,53,4,La France,1
DE HALLEWIN,Elise,Travail:temps plein,26,1.67,66,4,La France,0
DE CASTILLE,Flavie,Etudiante,26,1.57,65,4,Europe (autre que la France),0
DE WISIGOTHIE,Iris,Etudiante,22,1.57,51,2,Amerique,0
DE THURINGE,Hermine,Travail:temps plein,26,1.56,72,3,Asie,0
CAROLINGIEN,France,Travail:temps plein,22,1.88,74,4,Europe (autre que la France),0
DE LIMOGES,Lauriane,Travail:temps partiel,26,1.84,47,3,Amerique,1
DE NAVARRE,Sarah,Travail:temps plein,24,1.63,68,3,Afrique,0
DE COLOGNE,Lina,Etudiante,26,1.84,62,2,Afrique,0
DE HAINAUT,Heloise,Etudiante,27,1.65,56,2,La France,0
DE CASTILLE,Laetitia,Travail:temps plein,22,1.99,59,1,Europe (autre que la France),0
DE BAVIERE,Clemence,Travail:temps plein,25,1.59,46,3,La France,0
CAROLINGIEN,Lyne,Travail:temps plein,23,1.87,72,1,Afrique,0
DE VERMANDOIS,Marine,Travail:temps plein,25,1.55,74,3,Europe (autre que la France),0
DE FRANCIE,Marianne,Travail:temps plein,25,1.98,53,2,Asie,0
DE PROVENCE,Celeste,Travail:temps plein,26,1.76,66,2,Asie,0
LACHARITe,Adelie,Travail:temps partiel,27,1.83,61,4,Asie,1
DE HALLEWIN,Tatiana,Travail:temps partiel,23,1.96,65,1,Europe (autre que la France),0
DE ROME,Estelle,Travail:temps plein,27,1.61,61,1,Afrique,0
DE BURGONDIE,Colette,Travail:temps plein,27,1.54,60,1,Amerique,0
GAUDREAULT,Flore,Travail:temps plein,23,1.84,74,4,Amerique,0
BUJOLD,Cyrielle,Travail:temps plein,22,1.89,70,1,Asie,0
D ANGOULEME,Elise,Travail:temps partiel,26,1.98,66,4,Afrique,0
DE ROME,Marion,Etudiante,23,1.91,62,3,Europe (autre que la France),0
DE VERMANDOIS,Charlotte,Etudiante,27,1.81,61,2,Afrique,0
DE HALLEWIN,Penelope,Travail:temps partiel,25,1.59,61,2,Europe (autre que la France),0
GOBEIL,Eulalie,Etudiante,23,1.94,64,4,Europe (autre que la France),0
DE LIMOGES,SolEne,Etudiante,25,1.74,54,2,Afrique,0
DE HALLUIN,Auriane,Etudiante,23,1.89,74,4,Amerique,0
DE COURTENAY,Lydia,Travail:temps partiel,24,1.66,48,1,La France,0
DE LIMOGES,Berenice,Travail:temps plein,22,1.92,63,1,Europe (autre que la France),0
DE GASCOGNE,Juliette,Travail:temps plein,22,1.54,55,3,Europe (autre que la France),0
DE SAVOIE,Charlotte,Travail:temps partiel,25,1.58,74,2,Afrique,0
DE COLOGNE,Elise,Etudiante,24,1.9,46,3,Asie,0
